,fullname,id,likes,quotes,replies,retweets,searchQuery,text,timestamp,username,verified,tweets_en
3663,ʚ♡ɞ,1720318439502336059,1,0,1,1,Israel,"Palestinian Jews exist and Zionists are mostly goyim. Like, a huge part of Israel supporters aren't even Jewish they just like the idea of a Jewish ethnostate bc they see Jews as unworthy of being in other countries, hence why most pro-palestine Jews insist Zionism is antisemitic",2023-11-03T05:54:00.000Z,@fujorider,True,"Palestinian Jews exist and Zionists are mostly goyim. Like, a huge part of Israel supporters aren't even Jewish they just like the idea of a Jewish ethnostate bc they see Jews as unworthy of being in other countries, hence why most pro-palestine Jews insist Zionism is antisemitic"
3664,Shadi,1720318439145767267,1,0,0,0,Israel,when Israel supporters are not being Nazis they are the most entitled Karens.,2023-11-03T05:54:00.000Z,@ShadiMasri77,False,when Israel supporters are not being Nazis they are the most entitled Karens.
3665,J.H. Fonseca,1720059096861192663,4057,9,38,408,Israel,"### ARÁBIA SAUDITA AUTORIZA QUE ESTADOS UNIDOS INSTALEM SISTEMAS DE DEFESA ANTIAÉREA NO SEU TERRITÓRIO PARA PROTEGER ISRAEL.
.
Silenciosamente os sauditas vão fazendo a coisa certa.",2023-11-02T12:43:00.000Z,@JHFonseca,True,"### SAUDI ARABIA AUTHORIZES THE UNITED STATES TO INSTALL ANTI-AIR DEFENSE SYSTEMS IN ITS TERRITORY TO PROTECT ISRAEL.
.
Silently, the Saudis are doing the right thing."
3666,Rohit,1720318438529503353,0,0,0,0,Israel,187 nations voted in favour of ending the US embargo on Cuba. Only US and Israel voted against the resolution and Ukraine abstained. Says a lot about how things are going in the world at the moment.,2023-11-03T05:54:00.000Z,@neorohit,False,187 nations voted in favour of ending the US embargo on Cuba. Only US and Israel voted against the resolution and Ukraine abstained. Says a lot about how things are going in the world at the moment.
3667,PROPERTY_ELITE,1720318438286196924,0,0,0,0,Israel,ISRAEL THE KING TERORIS.!!!!,2023-11-03T05:54:00.000Z,@Property_PUR_IS,False,ISRAEL THE KING TERORIS.!!!!
3668,Eugene Peterson,1720318436893495314,1,0,0,0,Israel,"Should Israel agree to a cease-fire? Commentators weigh in.

washingtonpost.com/opinions/…",2023-11-03T05:54:00.000Z,@EugeneP67687792,False,"Should Israel agree to a cease-fire? Commentators weigh in.

washingtonpost.com/opinions/…"
3669,i24NEWS English,1720267508928684247,171,3,9,59,Gaza,"The October 7th massacre could have been a greater tragedy, if not for the men as women who put their lives on the line

One of these women is Moran, a mother of two, from the small town of Ofakim, 15 miles from the Gaza Strip.She recounts the events",2023-11-03T02:31:00.000Z,@i24NEWS_EN,True,"The October 7th massacre could have been a greater tragedy, if not for the men as women who put their lives on the line

One of these women is Moran, a mother of two, from the small town of Ofakim, 15 miles from the Gaza Strip.She recounts the events"
3670,Amer Mirza,1720219236839137572,28,0,6,12,Gaza,"More unsubstantiated propaganda….There has been no proof of ‘beheadings’  and this woman sits there and peddles falsehoods… 

#bbcqt 
#gaza",2023-11-02T23:20:00.000Z,@amerxmirza,True,"More unsubstantiated propaganda….There has been no proof of ‘beheadings’  and this woman sits there and peddles falsehoods… 

#bbcqt 
#gaza"
3671,Sabri Amca (caps),1720208714064343054,4710,11,18,736,Gaza,"🔴""Burdan tüm Dünya'ya sesleniyorum. 
Bizleri terörist ilan eden ülkelere sesleniyorum.
Sizler Allah'ın görünmez meleklerine karşı galipmi geleceksiniz, hayır sizler vallahi yenileceksiniz.""
Ebu Ubeyde",2023-11-02T22:38:00.000Z,@sabriamcaparodi,True,"🔴 ""I am calling out to the whole world from here.
I call out to the countries that declare us terrorists.
""Will you be victorious against the invisible angels of Allah? No, I swear you will be defeated.""
Abu Ubeyde"
3672,Spacenomad,1720239126148952359,363,1,7,14,Gaza,"She looks like that American chick on snapchat, who said the sounds of bombing of Gaza were beautiful & she could hear it from her house in south of israel. I guess, according to her, if you don't advocate for genocide, you're not ""the chosen ppl,"" but just an ordinary dude.",2023-11-03T00:39:00.000Z,@Spacenomad252,True,"She looks like that American chick on snapchat, who said the sounds of bombing of Gaza were beautiful & she could hear it from her house in south of israel. I guess, according to her, if you don't advocate for genocide, you're not ""the chosen ppl,"" but just an ordinary dude."
3673,kimraaaa.,1720018288221237698,4811,57,104,2106,Gaza,"RS Indonesia di Gaza akan menjadi pusat pengumpulan jenazah terbesar di Gaza. 

🥹💔

Source : Astro Awani - AlAqsha Defender",2023-11-02T10:01:00.000Z,@rahmdess27,False,"The Indonesian Hospital in Gaza will become the largest body collection center in Gaza.

🥹💔

Source : Astro Awani - AlAqsa Defender"
3674,DIDU,1720233048577380456,18144,549,89,2688,Palestine,"imagine everyone telling you to use your voice and instead of doing that you continue to act like a victim, girl the white woman in her is leaping out",2023-11-03T00:14:00.000Z,@muglare,False,"imagine everyone telling you to use your voice and instead of doing that you continue to act like a victim, girl the white woman in her is leaping out"
3675,Muhammad Said Didu,1720206318903201987,750,35,257,322,Israel,"Mba @meutya_hafid yth, di tengah bencana kemanusiaan di Palestina yg dilakukan oleh Israel, jika ini benar pernyataan Mba, maka saya termasuk sangat kecewa atas pernyataan wakil rakyat seperti ini.
Jika tidak bisa membantu Palestina, minimal tdk membantu atau tdk dukung Israel",2023-11-02T22:28:00.000Z,@msaid_didu,False,"Dear Miss @meutya_hafid, in the midst of the humanitarian disaster in Palestine carried out by Israel, if this is true, Miss's statement, then I am very disappointed with the statement of the people's representatives like this.
If you can't help Palestine, at least don't help or support Israel"
3676,Zephyrus Music,1720318435367023030,0,0,0,0,Israel,Islamaphobia isn’t going to give your points any validity. This isn’t a muslim vs non-muslim situation. Israel is a terrorist state committing war crimes against civilians,2023-11-03T05:54:00.000Z,@TheWeztWind,False,Islamaphobia isn’t going to give your points any validity. This isn’t a muslim vs non-muslim situation. Israel is a terrorist state committing war crimes against civilians
3677,Wu 🫵🏽,1720197794722406604,106,0,0,64,Israel,At this point if you believe Israel is still defending itself you’re out of your fucking mind,2023-11-02T21:54:00.000Z,@euohnn_fr,False,At this point if you believe Israel is still defending itself you’re out of your fucking mind
3678,Israel Terrorist,1720318435157311702,0,0,0,0,Israel,Pintar2 marketing dn kelola yg gk memboikot. Knp jd yg boikot disalahin. Itu pilihan sikap konsumen dan hak konsumen untuk mengeluarkan uangnya kemana aja. Gk ad yg bisa intervensi. Ad grakan boikot jg tetap masih ad yg mau beli kan itu jgk pilihan mereka.,2023-11-03T05:54:00.000Z,@dreamhann17,False,"Smart marketing and management that doesn't boycott. Why should those who boycott be blamed? It is a consumer's choice of attitude and the consumer's right to spend their money wherever they want. No one can intervene. Even if there is a boycott movement, there are still people who want to buy it, right? That's not their choice."
3679,🇵🇸,1720278556549554300,51,0,2,66,Israel,"Israel is bombing apartments. Israel is picking off hospitals one by one. Israel is bombing ambulances on the road. Israel is dropping bombs on refugee camps. Israel is dropping bombs on schools. Israel is aiming for journalists, directly killing press and their families.",2023-11-03T03:15:00.000Z,@KopanoMashishi,False,"Israel is bombing apartments. Israel is picking off hospitals one by one. Israel is bombing ambulances on the road. Israel is dropping bombs on refugee camps. Israel is dropping bombs on schools. Israel is aiming for journalists, directly killing press and their families."
3680,MJ,1718618613584675198,42527,111,62,27813,Israel,when they support israel,2023-10-29T13:19:00.000Z,@Mj_21ii,True,when they support israel
3681,Sandra Watfa,1718663239792296407,909,99,126,834,Israel,"We gave them an inch, they stole the whole country and threaten us with a second Nakba, as though the first one ever ended.
#Dismantle_israel_Now 
#ZionismIsTerrorism 
#FreePalestine_Now 
#Ongoing_Nakba",2023-10-29T16:17:00.000Z,@sandrawatfa,False,"We gave them an inch, they stole the whole country and threaten us with a second Nakba, as though the first one ever ended.
#Dismantle_israel_Now 
#ZionismIsTerrorism 
#FreePalestine_Now 
#Ongoing_Nakba"
3682,Quds News Network,1719992678601859578,5726,196,125,4930,Gaza,"""I want my daddy, please tell me he’s fine.""

Doctors try to calm a boy who was brought to hospital after being injured in an Israeli airstrike in Gaza. The boy says he lost contact with his family following the strike.",2023-11-02T08:19:00.000Z,@QudsNen,True,"""I want my daddy, please tell me he’s fine.""

Doctors try to calm a boy who was brought to hospital after being injured in an Israeli airstrike in Gaza. The boy says he lost contact with his family following the strike."
3683,Kenan Malik,1720243868816294339,23,1,1,11,Gaza,"“I was born and raised in Pakistan. All my siblings were born here. We had proof of refugee cards given by the UNHCR but they were scissored by the police.” With all eyes on Gaza, little being said about Pakistan’s brutal mass deportation of Afghans:  theguardian.com/global-devel…",2023-11-03T00:57:00.000Z,@kenanmalik,False,"“I was born and raised in Pakistan. All my siblings were born here. We had proof of refugee cards given by the UNHCR but they were scissored by the police.” With all eyes on Gaza, little being said about Pakistan’s brutal mass deportation of Afghans:  theguardian.com/global-devel…"
3684,Ramazan Selimoğlu,1720018949092368445,298,7,6,207,Gaza,"BM'nin görmesi için illa da Fosforu BM'in merkezine mi atmak gerekiyor?

HAYIR! BM sadece kâfire çalışır.

İsrail okullara yasak olan kimyasal fosfor bombasıyla saldırıyor hem de BM'ye ait okul!

Allahu Ekber #Gaza #EbuUbeyde
 #IsraeliNewNazism #غزه_مقبرة_الغزاة
Ebu Ubeyde İsmail Heniyye
#Husiler #Teröristİsrail #Suriye
#NoOilForIsrael #İran #Hizbullah
#Lübnan #GazaUnderAttack #حماس
#FreePalestine #غزة_تنتصر #ابو_عبيدة
#IsraelPalestineWar #Sasa
Kuzey Kore Jabalia Mısır #TBMM #WarCriminalIsrael #SiyonistVahşet
#Gaza_Genicide İncirlik üssü #Hamas  #Gaza_under_attack #GazaGenocide
#CeasefireForGaza #Palestine #ElKassamTugayları #مجزرة_جباليا",2023-11-02T10:04:00.000Z,@selimoluR,True,"Is it necessary to throw Phosphorus at the center of the UN for the UN to see it?

NO! UN only works for infidels.

Israel is attacking schools with banned chemical phosphorus bombs, and it's a UN school!

Allahu Akbar #Gaza #AbuUbeyde
 #IsraeliNewNazism #غزه_مقبرة_الغزاة
Abu Ubeyde Ismail Haniyeh
#Houthis #TerroristsIsrael #Syria
#NoOilForIsrael #Iran #Hezbollah
#Lebanon #GazaUnderAttack #حماس
#FreePalestine #غزة_تنتصر #ابو_عبيدة
#IsraelPalestineWar #Sasa
North Korea Jabalia Egypt #TBMM #WarCriminalIsrael #ZionistAtrocity
#Gaza_Genicide Incirlik base #Hamas #Gaza_under_attack #GazaGenocide
#CeasefireForGaza #Palestine #AlQassamBrigades #مجزرة_جباليا"
3685,Jackson Hinkle 🇺🇸,1720078096567783664,5270,62,287,2641,Gaza,🚨🇮🇱 Israeli STRIKE on Al Burig in the center of Gaza just LEVELED 20 civilian buildings.,2023-11-02T13:59:00.000Z,@jacksonhinklle,True,🚨🇮🇱 Israeli STRIKE on Al Burig in the center of Gaza just LEVELED 20 civilian buildings.
3686,DeMir,1720272266020130967,57,2,19,5,Gaza,"Mescid-i Aksa’yı korumayı...
Mazlum ve masumları korumayı...

Katil İsrail'in burnunu sürtmeyi...

Biz Türklere nasip eyle Allah'ım. 

Bu şerefi bizlerden esirgeme.

Aminnnn 

Selamün Aleyküm #Gaza
Cumamız mübarek olsun 🇹🇷🌹🇯🇴

------   K O R K U L A R I M   ------",2023-11-03T02:50:00.000Z,@AyaMeftunn,False,"Protecting Masjid al-Aqsa...
To protect the oppressed and innocent...

Rubbing the nose of murderous Israel...

May God grant it to us Turks.

Do not deny us this honor.

Amennnn

Assalamu alaikum #Gaza
Have a blessed Friday 🇹🇷🌹🇯🇴

------ F O R K U L A R I M E ------"
3687,Syed Hasan Imam Zaidi,1720292419986411718,4,0,3,3,Gaza,"Jordan informed Yemen that it will not allow its airspace to be used against Israel.

Saudi Arabia also opposed Yemen's request to use its airspace against Israel.

But they do let Israeli airplanes use their airspace
#FreePalestineFromZionist #Gaza",2023-11-03T04:10:00.000Z,@Syed_1109084,False,"Jordan informed Yemen that it will not allow its airspace to be used against Israel.

Saudi Arabia also opposed Yemen's request to use its airspace against Israel.

But they do let Israeli airplanes use their airspace
#FreePalestineFromZionist #Gaza"
3688,Daniella Modos - Cutter -SEN,1719726919493496902,63,1,6,50,Gaza,"An Israeli air strike targets the area just outside the Holy Family Catholic Church (Latin Church) in Gaza while those inside pray: 

“Holy Mary, pray for us sinners, now and at the hour of our death.”
#GazaGenocide #NoOilForIsrael",2023-11-01T14:43:00.000Z,@DmodosCutter,True,"An Israeli air strike targets the area just outside the Holy Family Catholic Church (Latin Church) in Gaza while those inside pray: 

“Holy Mary, pray for us sinners, now and at the hour of our death.”
#GazaGenocide #NoOilForIsrael"
3689,우지다ς(≡' '≡),1720019141648904662,44,3,1,49,Gaza,"𝐖𝐨𝐨𝐳𝐢 𝐖𝐡𝐨 𝐒𝐡𝐢𝐧𝐞𝐬 𝐁𝐫𝐢𝐠𝐡𝐭𝐞𝐫 𝐭𝐡𝐚𝐧 𝐑𝐮𝐛𝐲 by @onlyvobo

We invite you to join the donation project in exchange of donation kits. The profit will be donated to Yayasan Konservasi RASI Indonesia and to UNICEF Indonesia to help children in Gaza.

Find details below!
#OurRubyUniverse",2023-11-02T10:04:00.000Z,@onlyvobo,True,"𝐖𝐨𝐨𝐳𝐢 𝐖𝐡𝐨 𝐒𝐡𝐢𝐧𝐞𝐬 𝐁𝐫𝐢𝐠𝐡𝐭𝐞𝐫 𝐭𝐡𝐚𝐧 𝐑𝐮𝐛𝐲 by @onlyvobo

We invite you to join the donation project in exchange of donation kits. The profit will be donated to Yayasan Konservasi RASI Indonesia and to UNICEF Indonesia to help children in Gaza.

Find details below!
#OurRubyUniverse"
